taxa	trait1
Actinomadura_flavalba-_-FJ157185--_YIM_61435_T	28
Nocardiopsis_valliformis-_-ANAZ01000070--_DSM_45023_T	28
Nocardiopsis_prasina-_-X97884--_DSM_43845T_T	39.5
Nocardiopsis_ganjiahuensis-_-ANBA01000044--_DSM_45031_T	28
Nocardiopsis_alkaliphila-_-AY230848--_DSM44657T-_CCTCC_AA00103T_T	29
Nocardiopsis_synnemataformans-_-ANAW01000308--_DSM_44143_T	28
Nocardiopsis_dassonvillei-_-CP002040--_DSM_43111_T	28
Nocardiopsis_halotolerans-_-AJ290448--_DSM_44410_T	28
Nocardiopsis_lucentensis-_-ANBC01000932--_DSM_44048_T	28
Nocardiopsis_kunsanensis-_-ANAY01000063--_DSM_44524_T	37
Nocardiopsis_litoralis-_-EU583726--_JSM_073097_T	37
Nocardiopsis_xinjiangensis-_-AF251709--_YIM_90004_LTP__T	28
Nocardiopsis_salina-_-AY373031--_YIM_90010_T	28
Nocardiopsis_chromatogenes-_-AY619715--_YIM_90109_T	28
Nocardiopsis_halophila-_-AF195411--_KCTC_9825T_T	28
Nocardiopsis_potens-_-ANBB01000116--_DSM_45234_T	28
Nocardiopsis_gilva-_-AY619712--_YIM_90087_T	28
Thermobifida_cellulosilytica-_-AJ298058--_TB100_T	45
Thermobispora_bispora-_-CP001874--_DSM_43833_T	45
Streptomyces_griseus-_-AB184300--_NBRC_13085_T	30
Streptomyces_filamentosus-_-AB184130--_NBRC_12767_T	26
Streptomyces_tsukubensis-_-AB217600--_9993_T	29
Streptomyces_venezuelae-_-AB045890--_JCM_4526_T	26
Streptacidiphilus_rugosus-_-DQ904547--_AM-16_T	28
Streptomyces_scopuliridis-_-EF657884--_RB72_T	28
Streptomyces_polyantibioticus-_-DQ141528--_SPR-_DSM_44925_T	28
Streptomyces_bottropensis-_-AB184262--_NBRC_13023_T	26
Streptomyces_phaeofaciens-_-AB184360--_NBRC_13372_T	28
Streptomyces_turgidiscabies-_-AB026221--_ATCC_700248_T	28
Streptomyces_lucensis-_-DQ442522--_NRRL_B-5626T_T	28
Streptomyces_canus-_-AY999775--_NRRL_B-1989_T	26
Streptomyces_prunicolor-_-DQ026659--_NRRL_B-12281_T	28
Streptomyces_mobaraensis-_-DQ442528--_NRRL_B-3729T_T	28
Streptomyces_acidiscabies-_-D63865--_ATCC49003_T	27
Streptomyces_acidiscabies-_-AB026220--_ATCC49003_T	27
Streptomyces_davaonensis-_-DQ202392--_JCM_4913_T	28
Streptomyces_albus-_-AJ621602--_DSM_40313_T	28
Streptomyces_sulphureus-_-DQ442546--_NRRL_B-1627T_T	28
Streptomyces_chartreusis-_-AB184839--_NBRC_12753_T	26
Streptomyces_collinus-_-AB184123--_NBRC_12759_T	28
Streptomyces_pharetrae-_-AY699792--_CZA14_T	28
Streptomyces_viridochromogenes-_-AB184728--_NBRC_3113_T	26
Streptomyces_misionensis-_-EF178678--_NRRL_B-3230_T	28
Streptomyces_griseoflavus-_-AJ781322--_LMG_19344_T	26
Streptomyces_somaliensis-_-AJ007403--_DSM_40738_T	28
Streptomyces_antibioticus-_-AB184184--_NBRC_12838_T	28
Streptomyces_chrestomyceticus-_-AJ621609--_DSM_40545_T	28
Streptomyces_albofaciens-_-AB045880--_JCM_4342_T	28
Streptomyces_violaceusniger-_-AB184420--_NBRC_13459_T	32.5
Streptomyces_himastatinicus-_-EF408736--_ATCC_53653_T	10
Streptomyces_anandii-_-AB184402--_NBRC_13438_T	28
Streptomyces_viridosporus-_-DQ442556--_NRRL_2414T_T	25
Streptomyces_afghaniensis-_-AOPY01001400--_772_T	28
Streptomyces_zinciresistens-_-GU225938--_CCNWNQ_0016_T	20
Streptomyces_naganishii-_-DQ442529--_NRRL_B-1816T_T	28
Streptomyces_vitaminophilus-_-ARCK01000107--_DSM_41686_T	28
Streptomyces_vitaminophilus-_-AB184589--_NBRC14294_T	26
Streptomyces_xinghaiensis-_-EF577247--_S187_T	28
Streptomyces_avermitilis-_-BA000030--_MA-4680_T	25
Streptomyces_coryli-_-JN989307--_A7024_T	28
Catenulispora_acidiphila-_-CP001700--_DSM_44928_T	28
Actinospica_robiniae-_-AJ865863--_GE134769=DSM_44927=NRRL_B-24432_T	28
Microbacterium_maritypicum-_-AJ853910--_DSM_12512_T	18
Microbacterium_paraoxydans-_-AJ491806--_CF36_T	37
Microbacterium_luticocti-_-AM747814--_SC-087B_T	28
Agromyces_subbeticus-_-ATXG01000026--_DSM_16689_T	28
Agromyces_italicus-_-AY618215--_CD1_T	28
Humibacter_albus-_-ATXT01000018--_DSM_18994_T	28
Leifsonia_rubra-_-AJ438585--_CMS_76r_T	15
Salinibacterium_amurskyense-_-AF539697--_KMM3673_T	25
Glaciibacter_superstes-_-AB378301--_AHU1791_T	20
Clavibacter_sepedonicus-_-AM849034--_ATCC33113_T	25
Tropheryma_whipplei-_-AE014184--_Twist_T	37
Gulosibacter_faecalis-_-AF300651--_ATCC_13722_T	30
Rathayibacter_iranicus-_-KC188341--_VKM_Ac-1602_T	28
Rathayibacter_toxicus-_-AUDF01000011--_DSM_7488_T	28
Gryllotalpicola_ginsengisoli-_-EF587758--_DCY26_T	28
Leucobacter_chironomi-_-ATXU01000010--_DSM_19883_T	28
Leucobacter_chromiiresistens-_-GU390657--_JG_31_T	28
Leucobacter_salsicius-_-GQ352403--_M1-8_T	28
Bifidobacterium_longum-_-AB116313--_JCM_1217_T	37
Bifidobacterium_longum_subsp._longum-_-M58739--_ATCC_15707_T	37
Bifidobacterium_longum_subsp._infantis-_-D86184--_ATCC_15697_T	37
Bifidobacterium_saguini-_-AB559504--_AFB23-1_T	37
Bifidobacterium_breve-_-AB006658--_ATCC_15700_T	37
Bifidobacterium_reuteri-_-AB613259--_AFB22-1_T	37
Bifidobacterium_animalis_subsp._animalis-_-D86185--_JCM_1190_T	37
Bifidobacterium_animalis-_-AB116277--_JCM_1190_T	37
Bifidobacterium_animalis_subsp._lactis-_-AB050136--_YIT_4121_T	37
Bifidobacterium_gallicum-_-D86189--_JCM_8224_T	37
Bifidobacterium_magnum-_-D86193--_JCM_1218_T	37
Bifidobacterium_asteroides-_-CP017696--_DSM_20089_n_T	37
Bifidobacterium_mellis-_-JX099565--_Bin7NT	37
Bifidobacterium_actinocoloniiforme-_-CP011786--_DSM_22766_n_T	37
Bifidobacterium_minimum-_-ATXM01000009--_DSM_20102_T	37
Bifidobacterium_thermophilum-_-GU361834--_KCTC_3225_T	37
Bifidobacterium_angulatum-_-D86182--_ATCC_27535_T	37
Bifidobacterium_callitrichos-_-AB559503--_AFB22-5_T	37
Bifidobacterium_pseudocatenulatum-_-D86187--_JCM_1200_T	37
Bifidobacterium_adolescentis-_-AP009256--_ATCC_15703_T	37
Bifidobacterium_dentium-_-D86183--_ATCC_27534_T	37
Bifidobacterium_scardovii-_-AP012331--_JCM_12489_n_T	37
Bifidobacterium_tsurumiense-_-AUCL01000024--_DSM_17777_T	37
Bifidobacterium_moukalabense-_-AB821293--_JCM_18751_T	37
Bifidobacterium_biavatii-_-AB559506--_AFB23-4_T	37
Bifidobacterium_bifidum-_-U25952--_KCTC_3202_T	37.4
Gardnerella_piotii-_-MH898664--_UGent18.01_T	37
Gardnerella_vaginalis-_-M58744--_ATCC_14018_T	42
Bifidobacterium_bohemicum-_-FJ858736--_JEMLUCVIII-4_T	37
Bifidobacterium_bombi-_-HE582780--_DSM_19703_T	30
Alloscardovia_criceti-_-AQXR01000010--_DSM_17774_T	37
Alloscardovia_omnicolens-_-AM419460--_CCUG_31649_T	37
Parascardovia_denticolens-_-D89331--_DSM_10105_T	37
Scardovia_inopinata-_-D89332--_DSM_10107_T	37
Scardovia_wiggsiae-_-AY278626--_C1A_55_T	32.5
Brevibacterium_linens-_-X77451--_DSM_20425_T	25
Brevibacterium_casei-_-X76564--_NCDO_2048_T	33.5
Brevibacterium_ravenspurgense-_-EU086793--_20_T	33.5
Brevibacterium_mcbrellneri-_-ADNU01000076--_ATCC_49030_T	37
Brevibacterium_album-_-EF158852--_YIM_90718_T	34
Pseudarthrobacter_phenanthrenivorans-_-AM176541--_Sphe3_T	30
Pseudarthrobacter_chlorophenolicus-_-CP001341--_A6_T	28
Acaricomes_phytoseiuli-_-AQXM01000028--_DSM_14247_T	25
Haematomicrobium_sanguinis-_-EU086805--_741_T	35
Arthrobacter_ramosus-_-AM039435--_CCM_1646T_T	30
Glutamicibacter_arilaitensis-_-FQ311875--_RE117_T	28
Paeniglutamicibacter_gangotriensis-_-AJ606061--_Lz1Y_T	28
Micrococcus_luteus-_-AJ536198--_DSM_20030_T	37
Arthrobacter_agilis-_-X80748--_DSM_20550_T	25
Arthrobacter_castelli-_-AUMN01000007--_DSM_16402_T	28
Kocuria_atrinae-_-FJ607311--_P30_T	33.5
Rothia_dentocariosa-_-CP002280--_ATCC_17931_T	37
Kocuria_rosea-_-X87756--_ATCC_186_LTP__T	0
Nesterenkonia_alba-_-ATXP01000006--_DSM_19423_T	37
Yaniella_halotolerans-_-AY228479--_YIM_70085_T	30
Brachybacterium_faecium-_-X83810--_DSM_4810T_T	28
Brachybacterium_muris-_-AJ537574--_C3H-21_T	31
Brachybacterium_squillarum-_-GQ339911--_M-6-3_T	25
Dermabacter_hominis-_-X76728--_NCFB_2769_T	30
Helcobacillus_massiliensis-_-EU477050--_6401990_T	28
Intrasporangium_calvum-_-AJ566282--_DSM_43043_T	28
Intrasporangium_oryzae-_-AB639013--_NBRC_101802_T	28
Tetrasphaera_jenkinsii-_-DQ007321--_Ben_74_T	25
Phycicoccus_elongatus-_-CAIZ01000036--_Lp2_T	28
Segeticoccus_rhizosphaerae-_-JN848792--_YJ01_T	28
Janibacter_hoylei-_-FR749912--_DSM_21601_T	37
Knoellia_flava-_-HQ401007--_TL1_T	4
Intrasporangium_chromatireducens-_-FJ487951--_Q5-1_T	28
Demetria_terragena-_-AQXW01000004--_DSM_11295_T	28
Austwickia_chelonae-_-BAGZ01000028--_NBRC_105200_T	37
Kineosphaera_limosa-_-BAHD01000131--_NBRC_100340_T	28
Piscicoccus_intestinalis-_-AB550799--_Ngc37-23_T	25
Mobilicoccus_pelagius-_-BAFE01000004--_NBRC_104925_T	25
Dermatophilus_congolensis-_-AJ243918--_DSM_44180_T	37
Ornithinimicrobium_pekingense-_-DQ512860--_LW6_T	28
Serinicoccus_marinus-_-AY382898--_JC1078_T	35
Serinicoccus_profundi-_-EU603762--_0714S6-1_T	10
Kytococcus_sedentarius-_-X87755--_DSM_20547_LTP__T	31
Cellulomonas_flavigena-_-X79463--_NCIMB_8073_T	28
Cellulomonas_massiliensis-_-JN657218--_JC225_T	28
Cellulomonas_fimi-_-CP002666--_ATCC_484_T	28
Cellulomonas_chitinilytica-_-AB268586--_X.bu-b_T	28
Cellulomonas_cellasea-_-X83804--_DSM_20118T_T	28
Oerskovia_turbata-_-X79454--_NCIMB_10587_T	30
Paraoerskovia_marina-_-AB445007--_CTT-37_T	28
Sanguibacter_keddieii-_-X79450--_ST74_T	30
Jonesia_denitrificans-_-CP001706--_DSM_20603_T	37
Actinotalea_ferrariae-_-HQ730135--_CF5-4_T	4
Cellulomonas_carbonis-_-HQ702749--_T26_T	28
Actinotalea_fermentans-_-X79458--_DSM_3133_T	28
Actinomyces_gerencseriae-_-AUBN01000027--_DSM_6844_T	37
Actinomyces_massiliensis-_-AKIO01000026--_4401292_T	37
Actinomyces_timonensis-_-EU484334--_7400942_T	37
Actinomyces_johnsonii-_-AB545933--_JCM_16129_T	37
Actinomyces_naeslundii-_-AB618790--_JCM_8349_T	37
Actinomyces_oris-_-AB545935--_JCM_16131_T	37
Actinomyces_urogenitalis-_-ACFH01000038--_DSM_15434_T	37
Actinomyces_graevenitzii-_-AJ540309--_CCUG_27294_T	37
Varibaculum_cambriense-_-ATUF01000003--_DSM_15806_T	37
Gleimia_coleocanis-_-AJ249326--_CCUG_41708_T	37
Gleimia_hominis-_-FJ617539--_7894GR_T	35
Schaalia_georgiae-_-X80413--_DSM_6843_T	37
Schaalia_cardiffensis-_-AJ421779--_CCUG_44997_T	37
Schaalia_suimastitidis-_-AUBF01000009--_DSM_15538_T	37
Schaalia_vaccimaxillae-_-ATUX01000002--_DSM_15804_T	37
Mobiluncus_holmesii-_-AJ427624--_CCUG_17762_T	37
Mobiluncus_curtisii-_-AEEE01000021--_ATCC_35241_T	37
Mobiluncus_mulieris-_-ACKW01000035--_ATCC_35243_T	37
Arcanobacterium_haemolyticum-_-CP002045--_DSM_20595_T	37
Trueperella_pecoris-_-MW114829--_19M2397_T	37
Actinotignum_schaalii-_-FJ960443--_CCUG_27420_T	37
Actinobaculum_massiliense-_-AF487679--_CIP_107404_T	37
Actinotignum_urinale-_-ATUY01000023--_DSM_15805_T	37
Ruania_albidiflava-_-ATWL01000047--_DSM_18029_T	28
Beutenbergia_cavernae-_-CP001618--_DSM_12333_T	28
Isoptericola_variabilis-_-AJ298873--_MX5_T	28
Xylanimonas_cellulosilytica-_-AF403541--_XIL07_T	28
Promicromonospora_kroppenstedtii-_-AM709608--_RS16_T	28
Kineosporia_succinea-_-AB003932--_I-273-=JCM9957-_T	28
Kineosporia_rhizophila-_-FR749986--_DSM_44389_T	28
Kineosporia_rhamnosa-_-AB003935--_I-132-=JCM9954-_T	28
Kineococcus_radiotolerans-_-CP000750--_SRS30216_T	32
Nakamurella_lactea-_-AM778124--_DLS-10_T	28
Nakamurella_multipartita-_-CP001737--_DSM_44233_T	28
Sporichthya_polymorpha-_-AB025317--_IFO_12702_T	28
Cryptosporangium_arvum-_-D85465--_IFO_15965_T	28
Modestobacter_multiseptatus-_-Y18646--_AA826_LTP__T	20.5
Geodermatophilus_obscurus-_-X92356--_DSM_43160_T	30
Frankia_alni-_-CT573213--_ACN14A_T	28
Frankia_colletiae-_-MH656741--_Cc1.17T	28
Acidothermus_cellulolyticus-_-AJ007290--_ATCC_43068_T	58
Ilumatobacter_coccineus-_-AP012057--_YM16-304_T	12
Ilumatobacter_nonamiensis-_-BAOL01000001--_YM16-303_T	10
Ilumatobacter_fluminis-_-AB360343--_YM22-133_T	28
Acidimicrobium_ferrooxidans-_-CP001631--_DSM_10331_T	45
Aciditerrimonas_ferrireducens-_-AB517669--_IC-180_T	50
Nitriliruptor_alkaliphilus-_-EF422408--_ANL-iso2_T	28
Adlercreutzia_equolifaciens_subsp._celatus-_-AB266102--_do03_T	37
Adlercreutzia_caecimuris-_-DQ789120--_B7_T	37
Senegalimassilia_anaerobia-_-JF824809--_JC110_T	37
Slackia_heliotrinireducens-_-CP001684--_DSM_20476_T	37
Slackia_exigua-_-ACUX02000005--_ATCC_700122_T	37
Slackia_piriformis-_-AB601000--_JCM_16070_T	37
Cryptobacterium_curtum-_-CP001682--_DSM_15641_T	37
Eggerthella_lenta-_-CP001726--_DSM_2243_T	37
Eggerthella_sinensis-_-AY321958--_HKU14_T	37
Paraeggerthella_hongkongensis-_-AY288517--_HKU10_T	37
Gordonibacter_pamelaeae-_-AB566419--_JCM_16334_T	38.5
Collinsella_aerofaciens-_-AAVN02000007--_ATCC_25986_T	37
Collinsella_intestinalis-_-ABXH02000033--_DSM_13280_T	37
Collinsella_stercoris-_-ABXJ01000150--_DSM_13279_T	37
Collinsella_tanakaei-_-AB601001--_JCM_16071_T	37
Collinsella_ihumii-_-LN881598--_GD8T	37
Coriobacterium_glomerans-_-CP002628--_PW2_T	30
Olsenella_uli-_-CP002106--_DSM_7084_T	37
Olsenella_profusa-_-AF292374--_D315A-29_T	37
Atopobium_minutum-_-X67148--_NCFB_2751_T	37
Lancefieldella_parvula-_-CP001721--_DSM_20469_T	37
Lancefieldella_rimae-_-AB540986--_JCM_10299_T	37
Fannyhessea_vaginae-_-ACGK02000001--_DSM_15829_T	37
Patulibacter_americanus-_-ATUD01000029--_DSM_16676_T	25
Patulibacter_minatonensis-_-AB193261--_KV-614_T	25
Patulibacter_medicamentivorans-_-AGUD01000068--_I11_T	32
Conexibacter_woesei-_-CP001854--_DSM_14684_T	28
Rubrobacter_xylanophilus-_-CP000386--_DSM_9941_T	60
Symbiobacterium_thermophilum-_-AP006840--_IAM14863_T	60
Syntrophomonas_zehnderi-_-DQ898277--_OL-4_T	37
Syntrophothermus_lipocalidus-_-CP002048--_DSM_12680_T	55
Moorella_mulderi-_-AF487538--_TMS_T	62
Carboxydothermus_hydrogenoformans-_-CP000141--_Z-2901_T	78
Thermacetogenium_phaeum-_-CP003732--_DSM_12270_T	55
Sulfobacillus_acidophilus-_-CP003179--_DSM_10332_T	45
Sulfobacillus_thermosulfidooxidans-_-AB089844--_DSM_9293_T	50
Thermaerobacter_subterraneus-_-AF343566--_C21_T	50
Thermaerobacter_marianensis-_-CP002344--_DSM_12885_T	74
Thermaerobacter_composti-_-AB454087--_Ni80_T	70
Anaerolinea_thermophila-_-AP012029--_UNI-1_T	55
Caldilinea_aerophila-_-AP012337--_DSM_14535_T	55
Dehalogenimonas_lykanthroporepellens-_-CP002084--_BL-DC-9_T	20
Dehalococcoides_mccartyi-_-CP000027--_195_T	35
Chloroflexus_aggregans-_-CP001337--_DSM_9485_T	50
Chloroflexus_aurantiacus-_-CP000909--_J-10-fl_T	52
Roseiflexus_castenholzii-_-CP000804--_DSM_13941_T	50
Herpetosiphon_aurantiacus-_-CP000875--_DSM_785_LTP__T	30
Thermomicrobium_roseum-_-CP001275--_DSM_5159_T	70
Sphaerobacter_thermophilus-_-CP001824--_DSM_20745_T	55
Thermoflexus_hugenholtzii-_-KC526151--_JAD2_T	72.5
Ktedonobacter_racemifer-_-ADVG01000001--_SOSP1-21_T	28
Chthonomonas_calidirosea-_-AM749780--_T49_T	65
Rubidibacter_lacunae-_-EF126149--_KORDI_51-2_T	25
Deinococcus_deserti-_-CP001115--_VCD115_T	28
Deinococcus_gobiensis-_-EU427464--_I-0_T	28
Deinococcus_aquatilis-_-AM940971--_CCUG_53370_T	25.5
Deinococcus_radiopugnans-_-Y11334--_ATCC_19172T_T	30
Deinococcus_hopiensis-_-AY743262--_KR-140_T	28
Deinococcus_radiodurans-_-Y11332--_DSM_20539T_T	33.5
Deinococcus_wulumuqiensis-_-EU025028--_R12_T	28
Deinococcus_geothermalis-_-CP000359--_DSM_11300_T	47
Deinococcus_sonorensis-_-AY743283--_KR-87_T	28
Deinococcus_yavapaiensis-_-AY743279--_KR-236_T	28
Deinococcus_misasensis-_-AB264135--_TDMA-25_T	37
Deinococcus_maricopensis-_-CP002454--_DSM_21211_T	28
Deinococcus_proteolyticus-_-Y11331--_DSM_20540T_T	30
Deinococcus_peraridilitoris-_-EF141348--_KR-200_T	28
Truepera_radiovictrix-_-CP002049--_DSM_17093_T	45
Thermus_scotoductus-_-AF032127--_Se_-_1_T	81.5
Thermus_igniterrae-_-Y18406--_RF-4T_T	70
Thermus_islandicus-_-ATXJ01000004--_DSM_21543_T	65
Thermus_aquaticus-_-L09663--_YT-1_T	70
Thermus_thermophilus-_-X07998--_HB8_T	60
Thermus_filiformis-_-FR749951--_DSM_4687_T	45
Thermus_oshimai-_-ARDI01000015--_DSM_12092_T	70
Marinithermus_hydrothermalis-_-AB079382--_T1_T	70
Oceanithermus_profundus-_-CP002361--_DSM_14977_T	60
Oceanithermus_desulfurans-_-AB107956--_St55B_T	60
Vulcanithermus_mediatlanticus-_-AJ507298--_TR_T	65
Meiothermus_ruber-_-CP001743--_DSM_1279_T	50
Meiothermus_rufus-_-FN178496--_CAL-4_T	55
Meiothermus_granaticius-_-GU584097--_AF-68_T	45
Meiothermus_hypogaeus-_-AB586707--_AZM34c11_T	50
Calidithermus_timidus-_-ARDL01000018--_DSM_17022_T	50
Allomeiothermus_silvanus-_-CP002042--_DSM_9946_T	50
Muricauda_ruestringensis-_-CP002999--_DSM_13258_T	28
Eudoraea_adriatica-_-AM745437--_AS06/20a_T	30
Robiginitalea_biformata-_-CP001712--_HTCC2501_T	30
Cellulophaga_algicola-_-CP002453--_DSM_14237_T	15
Cellulophaga_lytica-_-CP002534--_DSM_7489_T	25
Polaribacter_franzmannii-_-U14586--_301_T	8
Polaribacter_dokdonensis-_-DQ004686--_DSW-5_T	25
Tenacibaculum_maritimum-_-AB078057--_IFO_15946_T	30
Winogradskyella_psychrotolerans-_-FN377721--_RS-3_T	4
Formosa_agariphila-_-HG315671--_KMM_3901_T	21
Wocania_ichthyoenteri-_-JX412958--_Th78_T	28
Olleya_marilimosa-_-JN175350--_CIP_108537_T	25
Aquimarina_megaterium-_-KC476292--_XH134_T	28
Aquimarina_macrocephali-_-AB517144--_JAMB_N27_T	8
Aquimarina_latercula-_-AUMK01000027--_DSM_2041_T	20
Aquimarina_agarilytica-_-FJ750453--_ZC1_T	28
Dokdonia_donghaensis-_-DQ003276--_DSW-1_T	30
Kordia_algicida-_-AY195836--_OT-1_T	4
Christiangramia_echinicola-_-AY608409--_KMM_6050_T	25
Christiangramia_forsetii-_-AF235117--_KT0813_T	25
Zunongwangia_profunda-_-DQ855467--_SMA-87_T	28
Zunongwangia_atlantica-_-JQ844757--_22II14-10F7_T	25
Gillisia_limnaea-_-AHKR01000030--_DSM_15749_T	20
Gillisia_marina-_-JQ764565--_CBA3202_T	25
Psychroflexus_tropicus-_-ARLA01000003--_DSM_15496_T	28
Psychroflexus_gondwanensis-_-APLF01000005--_ACAM_44_T	28
Mesonia_mobilis-_-DQ367409--_KMM_6059_T	28
Nonlabens_dokdonensis-_-CP001397--_DSW-6_T	25
Aequorivita_sublithincola-_-AF170749--_QSSC9-3_T	2
Capnocytophaga_ochracea-_-CP001632--_DSM_7271_T	35
Capnocytophaga_sputigena-_-X67609--_ATCC_33612_T	37
Capnocytophaga_cynodegmi-_-AY643076--_CIP_103937_T	37
Capnocytophaga_canimorsus-_-X97246--_ATCC_35979_T	37
Capnocytophaga_gingivalis-_-X67608--_ATCC_33624_T	37
Capnocytophaga_granulosa-_-ADDA01000024--_ATCC_51502_T	37
Imtechella_halotolerans-_-FR774044--_K1_T	20
Joostella_marina-_-AJUG01000002--_DSM_19592_T	28
Galbibacter_marinus-_-EU928746--_ck-I2-15_T	25
Flavobacterium_johnsoniae_subsp._johnsoniae-_-AM230489--_DSM_2064_T	20
Flavobacterium_branchiophilum-_-D14017--_270_-IFO_15030-_T	20
Flavobacterium_succinicans-_-AM230492--_DSM_4002_T	25
Flavobacterium_pectinovorum-_-AM230490--_DSM_6368_T	25
Flavobacterium_xanthum-_-AB680727--_NBRC_14972_T	25
Flavobacterium_psychrophilum-_-AB078060--_IFO_15942_T	19
Flavobacterium_antarcticum-_-FM163401--_DSM19726_T	15
Flavobacterium_aquatile-_-AM230485--_DSM_1132_T	25
Flavobacterium_gelidilacus-_-AJ440996--_LMG_21477_T	20
Flavobacterium_indicum-_-HE774682--_GPTSA100-9_T	30
Flavobacterium_columnare-_-AB078047--_IFO_15943_T	26
Flavobacterium_cauense-_-AB682226--_NBRC_104929_T	25
Flavobacterium_saliperosum-_-DQ021903--_AS_1.3801_T	28
Flavobacterium_limnosediminis-_-JQ928688--_JC2902_T	10
Flavobacterium_enshiense-_-JN790956--_DK69_T	4
Flavobacterium_lindanitolerans-_-EF424395--_IP10_T	10
Flavobacterium_filum-_-DQ372981--_EMB34_T	25
Flavobacterium_rivuli-_-AM934661--_WB3.3-2_T	20
Flavobacterium_beibuense-_-GQ245972--_F44-8_T	4
Myroides_odoratimimus_subsp._odoratimimus-_-AJ854059--_CCUG_39352_T	39
Myroides_odoratus-_-AHKQ01000028--_DSM_2801_T	30
Chryseobacterium_hispalense-_-EU336941--_AG13_T	28
Chryseobacterium_daeguense-_-AUMT01000026--_DSM_19388_T	28
Chryseobacterium_gregarium-_-AM773820--_DSM_19109_=_LMG_24052_=_P_461/12_T	21
Chryseobacterium_taeanense-_-AB681269--_NBRC_100863_T	27.5
Chryseobacterium_gleum-_-ACKQ02000003--_ATCC_35910_T	30
Riemerella_anatipestifer-_-CP003388--_ATCC_11845_T	37
Riemerella_columbina-_-ARFT01000055--_DSM_16469_T	37
Bergeyella_zoohelcum-_-M93153--_D658_T	32.5
Elizabethkingia_anophelis_subsp._anophelis-_-EF426425--_R26_T	28
Elizabethkingia_meningoseptica-_-AJ704540--_ATCC_13253_T	32.5
Ornithobacterium_rhinotracheale-_-U87101--_LMG_9086T_T	35
Weeksella_virosa-_-CP002455--_DSM_16922_T	30
Fluviicola_taffensis-_-CP002542--_DSM_16823_T	20
Wandonia_haliotis-_-FJ424814--_Haldis-1_T	25
Brumimicrobium_glaciale-_-AF521195--_ACAM_645_T	11
Owenweeksia_hongkongensis-_-AB125062--_UST20020801_T	30
Cryomorpha_ignava-_-AF170738--_QSSC1-22-_ACAM_647T-_CIP_107453T-_LMG_21436T_T	11
Prevotella_dentalis-_-AFPW01000057--_DSM_3688_T	37
Hallella_seregens-_-X81877--_ATCC_51272_T	37
Segatella_buccae-_-AB547675--_JCM_12245_T	37
Hallella_bergensis-_-AB547672--_JCM_13869_T	32.5
Hallella_multisaccharivorax-_-AFJE01000009--_DSM_17128_T	37
Segatella_oris-_-AB547700--_JCM_12252_T	32.5
Segatella_salivae-_-AB108826--_JCM_12084_T	37
Segatella_paludivivens-_-AB547704--_JCM_13650_T	30
Segatella_bryantii-_-AJ006457--_B14_-DSM_11371-_T	37
Segatella_oulorum-_-L16472--_ATCC43324_T	37
Segatella_copri-_-ACBX02000014--_DSM_18205_T	37
Prevotella_melaninogenica-_-CP002122--_ATCC_25845_T	37
Prevotella_veroralis-_-AB547707--_JCM_6290_T	37
Prevotella_histicola-_-AB547685--_JCM_15637_T	37
Prevotella_scopos-_-CP016204--_W2052_n_T	37
Prevotella_fusca-_-CP012074--_W1435_n_T	37
Prevotella_denticola-_-AY323524--_ATCC_35308_T	32.5
Prevotella_multiformis-_-AEWX01000054--_DSM_16608_T	37
Prevotella_dentasini-_-AB477014--_NUM_1903_T	37
Prevotella_nigrescens-_-AFPX01000069--_ATCC_33563_T	37
Prevotella_intermedia-_-AB547686--_JCM_12248_T	37
Prevotella_aurantiaca-_-AB480534--_JCM_15754_T	37
Prevotella_pallens-_-AFPY01000135--_ATCC_700821_T	37
Prevotella_disiens-_-AB547682--_JCM_6334_T	32.5
Prevotella_brunnea-_-MK424351--_A2672_T	37
Prevotella_bivia-_-AJVZ01000014--_DSM_20514_T	37
Prevotella_amnii-_-AB547670--_JCM_14753_T	37
Hoylesella_saccharolytica-_-AB616135--_JCM_17484_T	37
Hoylesella_marshii-_-AEEI01000070--_DSM_16973_T	37
Hoylesella_oralis-_-AEPE02000001--_ATCC_33269_T	37
Hoylesella_buccalis-_-AB547676--_JCM_12246_T	32.5
Hoylesella_timonensis-_-AB547706--_JCM_15640_T	37
Leyella_stercorea-_-AB244774--_CB35_T	37
Prevotella_micans-_-AREK01000051--_DSM_21469_T	37
Xylanibacter_oryzae-_-AB078826--_KB3_T	30
Alloprevotella_rava-_-JQ039189--_81/4-12_T	35
Alloprevotella_tannerae-_-ACIJ02000018--_ATCC_51259_T	37
Paraprevotella_clara-_-AB547651--_JCM_14859_T	37
Paraprevotella_xylaniphila-_-AB547652--_JCM_14860_T	37
Phocaeicola_abscessus-_-CAKQ01000027--_CCUG_55929_T	37
Phocaeicola_salanitronis-_-CP002530--_DSM_18170_T	37
Bacteroides_helcogenes-_-CP002352--_P_36-108_T	37
Phocaeicola_vulgatus-_-CP000139--_ATCC_8482_T	37
Phocaeicola_dorei-_-AB242142--_JCM_13471_T	37
Phocaeicola_paurosaccharolyticus-_-AB547645--_JCM_15092_T	30
Phocaeicola_barnesiae-_-AB253726--_JCM_13652_T	37
Phocaeicola_plebeius-_-AB200217--_M12_T	37
Phocaeicola_coprocola-_-ABIY02000097--_DSM_17136_T	37
Bacteroides_rodentium-_-AB531489--_JCM_16496_T	37
