"tip_label"	"accesion"	"taxid"
"'U66491, Pasteurella aerogenes, Pasteurella aerogenes, (U66491), ATCC 27883T T'"	"U66491"	749
"'M75058, Avibacterium avium, Avibacterium avium, (M75058), NCTC 11297 T'"	"M75058"	751
"'AY362917, Pasteurella bettyae, Pasteurella bettyae, (AY362917), CCUG 2042 T'"	"AY362917"	752
"'AY362919, Pasteurella canis, Pasteurella canis, (AY362919), CCUG 12400 T'"	"AY362919"	753
"'AY362921, Avibacterium gallinarum, Avibacterium gallinarum, (AY362921), NCTC 11188 T'"	"AY362921"	755
"'AY362922, Pasteurella langaaensis, Pasteurella langaaensis, (AY362922), CCUG 15566 T'"	"AY362922"	756
"'AY362923, Pasteurella mairii, Pasteurella mairii, (AY362923), CCUG 27189 T'"	"AY362923"	757
"'M75083, Rodentibacter pneumotropicus, Rodentibacter pneumotropicus, (M75083), NCTC 8141 T'"	"M75083"	758
"'AY362925, Pasteurella stomatis, Pasteurella stomatis, (AY362925), CCUG 17979 T'"	"AY362925"	760
"'M75070, Avibacterium volantium, Avibacterium volantium, (M75070), NCTC 3438 T'"	"M75070"	762
"'CP014012, Bartonella bacilliformis, Bartonella bacilliformis, (CP014012), ATCC 35685D-5 n[G] T'"	"CP014012"	774
"'HM208383, Coxiella burnetii, Coxiella burnetii, (HM208383), ATCC VR-615 T'"	"HM208383"	777
"'X61659, Ehrlichia ruminantium, Ehrlichia ruminantium, (X61659), T'"	"X61659"	779
"'L36107, Rickettsia conorii subsp. indica, Rickettsia conorii subsp. indica, (L36107), Indian Tick Typhus rickettsia T'"	"L36107"	781
"'M21789, Rickettsia prowazekii, Rickettsia prowazekii, (M21789), Brein1 T'"	"M21789"	782
"'L36217, Rickettsia rickettsii, Rickettsia rickettsii, (L36217), R T'"	"L36217"	783
"'L36099, Rickettsia akari, Rickettsia akari, (L36099), MK (Kaplan) T'"	"L36099"	786
"'L36104, Rickettsia canadensis, Rickettsia canadensis, (L36104), 2678 T'"	"L36104"	788
"'L36223, Rickettsia conorii subsp. israelensis, Rickettsia conorii subsp. israelensis, (L36223), CDC1 T'"	"L36223"	789
"'M11927, Bartonella quintana, Bartonella quintana, (M11927), Fuller T'"	"M11927"	803
"'L01260, Bartonella elizabethae, Bartonella elizabethae, (L01260), ATCC 49927 LTP [T] T'"	"L01260"	807
"'D89067, Chlamydia trachomatis, Chlamydia trachomatis, (D89067), HAR-13 T'"	"D89067"	813
"'AB510710, Bacteroides thetaiotaomicron, Bacteroides thetaiotaomicron, (AB510710), JCM 5827 T'"	"AB510710"	818
"'AB510711, Bacteroides uniformis, Bacteroides uniformis, (AB510711), JCM 5828 T'"	"AB510711"	820
"'EU136681, Parabacteroides distasonis, Parabacteroides distasonis, (EU136681), JCM5825 T'"	"EU136681"	823
"'DQ174168, Campylobacter gracilis, Campylobacter gracilis, (DQ174168), ATCC 33236 T'"	"DQ174168"	824
"'X89970, Butyrivibrio fibrisolvens, Butyrivibrio fibrisolvens, (X89970), NCDO 2221 T'"	"X89970"	831
"'L16482, Prevotella ruminicola, Prevotella ruminicola, (L16482), ATCC 19189 T'"	"L16482"	839
"'AB547688, Prevotella loescheii, Prevotella loescheii, (AB547688), JCM 12249 T'"	"AB547688"	840
"'GU233441, Roseburia cecicola, Roseburia cecicola, (GU233441), GM T'"	"GU233441"	842
"'M88159, Wolinella succinogenes, Wolinella succinogenes, (M88159), ATCC 29543 T'"	"M88159"	844
"'U49757, Oxalobacter formigenes, Oxalobacter formigenes, (U49757), OXB T'"	"U49757"	847
"'AJ867032, Fusobacterium mortiferum, Fusobacterium mortiferum, (AJ867032), ATCC 25557 T'"	"AJ867032"	850
"'M58684, Fusobacterium perfoetens, Fusobacterium perfoetens, (M58684), ATCC 29250 T'"	"M58684"	852
"'AJ413954, Faecalibacterium prausnitzii, Faecalibacterium prausnitzii, (AJ413954), ATCC 27768 T'"	"AJ413954"	853
"'M58681, Fusobacterium russii, Fusobacterium russii, (M58681), ATCC 25533 T'"	"M58681"	854
"'AB616133, Fusobacterium simiae, Fusobacterium simiae, (AB616133), JCM 17465 T'"	"AB616133"	855
"'AJ867036, Fusobacterium varium, Fusobacterium varium, (AJ867036), ATCC 8501 T'"	"AJ867036"	856
"'AJ867034, Fusobacterium necrogenes, Fusobacterium necrogenes, (AJ867034), ATCC 25556 T'"	"AJ867034"	858
"'AJ867039, Fusobacterium necrophorum subsp. necrophorum, Fusobacterium necrophorum subsp. necrophorum, (AJ867039), ATCC 25286 T'"	"AJ867039"	859
"'X55412, Fusobacterium ulcerans, Fusobacterium ulcerans, (X55412), NCTC 12111T T'"	"X55412"	861
"'HF558384, Pectinatus frisingensis, Pectinatus frisingensis, (HF558384), CCM 6217 T'"	"HF558384"	865
"'Y15992, Ruminobacter amylophilus, Ruminobacter amylophilus, (Y15992), DSM 1361, ATCC 29744 T'"	"Y15992"	867
"'JN175347, Dichelobacter nodosus, Dichelobacter nodosus, (JN175347), CIP 107042 T'"	"JN175347"	870
"'AF192153, Desulfovibrio desulfuricans, Desulfovibrio desulfuricans, (AF192153), ATCC 29577; Essex 6 T'"	"AF192153"	876
"'AY726757, Desulfovibrio paquesii, Desulfovibrio paquesii, (AY726757), DSM 1382; ATCC 19364 T'"	"AY726757"	879
"'AF418179, Nitratidesulfovibrio vulgaris, Nitratidesulfovibrio vulgaris, (AF418179), DSM 644 T'"	"AF418179"	881
"'FR733666, Desulfobotulus sapovorans, Desulfobotulus sapovorans, (FR733666), DSM2055 T'"	"FR733666"	888
"'AY359867, Paucidesulfovibrio longus, Paucidesulfovibrio longus, (AY359867), DSM 6739 T'"	"AY359867"	889
"'AF418173, Desulfococcus multivorans, Desulfococcus multivorans, (AF418173), DSM 2059 T'"	"AF418173"	897
"'HE862405, Nitrosomonas europaea, Nitrosomonas europaea, (HE862405), ATCC 25978 T'"	"HE862405"	915
"'Z46990, Nitrosomonas marina, Nitrosomonas marina, (Z46990), Nm22 T'"	"Z46990"	917
"'M90662, Guyparkeria hydrothermalis, Guyparkeria hydrothermalis, (M90662), r3 T'"	"M90662"	923
"'AY455809, Thiomonas intermedia, Thiomonas intermedia, (AY455809), ATCC 15466 T'"	"AY455809"	926
"'JF416645, Halothiobacillus neapolitanus, Halothiobacillus neapolitanus, (JF416645), NCIMB 8539 T'"	"JF416645"	927
"'AY455808, Thiomonas perometabolis, Thiomonas perometabolis, (AY455808), ATCC 23370 T'"	"AY455808"	928
"'AJ459801, Thermithiobacillus tepidarius, Thermithiobacillus tepidarius, (AJ459801), DSM 3134 T'"	"AJ459801"	929
"'AF016046, Thiomicrospira thyasirae, Thiomicrospira thyasirae, (AF016046), DSM 5322 T'"	"AF016046"	932
"'L40809, Thiomicrospira pelophila, Thiomicrospira pelophila, (L40809), DSM 1534 T'"	"L40809"	934
"'M73221, Ehrlichia canis, Ehrlichia canis, (M73221), Oklahoma T'"	"M73221"	944
"'M73227, Ehrlichia ewingii, Ehrlichia ewingii, (M73227), Stillwater T'"	"M73227"	947
"'U02521, Anaplasma phagocytophilum, Anaplasma phagocytophilum, (U02521), Webster T'"	"U02521"	948
"'AJ288899, Bacteriovorax stolpii, Bacteriovorax stolpii, (AJ288899), DSM 12778 T'"	"AJ288899"	960
"'Y10146, Herbaspirillum seropedicae, Herbaspirillum seropedicae, (Y10146), DSM 6445, ATCC 35892 T'"	"Y10146"	964
"'AB680860, Oceanospirillum linum, Oceanospirillum linum, (AB680860), NBRC 15448 T'"	"AB680860"	966
"'GU585672, Spirillum volutans, Spirillum volutans, (GU585672), ATCC 19554 LTP [T] T'"	"GU585672"	968
"'M62702, Selenomonas ruminantium subsp. ruminantium, Selenomonas ruminantium subsp. ruminantium, (M62702), GA192 T'"	"M62702"	971
"'M59122, Sporohalobacter lortetii, Sporohalobacter lortetii, (M59122), ATCC 35059 LTP [T] T'"	"M59122"	974
"'AB260929, Persicobacter diffluens, Persicobacter diffluens, (AB260929), NBRC 15940 T'"	"AB260929"	981
"'AB517712, Saccharicrinis fermentans, Saccharicrinis fermentans, (AB517712), NBRC 15936 T'"	"AB517712"	982
"'AM230486, Flavobacterium flevense, Flavobacterium flevense, (AM230486), DSM 1076 T'"	"AM230486"	983
"'AB517710, Cytophaga hutchinsonii, Cytophaga hutchinsonii, (AB517710), NBRC 15051 T'"	"AB517710"	985
"'AB680577, Leeuwenhoekiella marinoflava, Leeuwenhoekiella marinoflava, (AB680577), NBRC 14170 T'"	"AB680577"	988
"'FR733683, Breznakibacter xylanolyticus, Breznakibacter xylanolyticus, (FR733683), DSM6779 T'"	"FR733683"	990
"'AB680722, Flavobacterium hydatis, Flavobacterium hydatis, (AB680722), NBRC 14958 T'"	"AB680722"	991
"'M62792, Flavobacterium johnsoniae subsp. aurantiacum, Flavobacterium johnsoniae subsp. aurantiacum, (M62792), ATCC 23107 T'"	"M62792"	994
"'AB078047, Flavobacterium columnare, Flavobacterium columnare, (AB078047), IFO 15943 T'"	"AB078047"	996
"'AB078048, Eisenibacter elegans, Eisenibacter elegans, (AB078048), IFO 15055 T'"	"AB078048"	997
"'AB681019, Bernardetia litoralis, Bernardetia litoralis, (AB681019), NBRC 15988 T'"	"AB681019"	999
"'AB078059, Garritya polymorpha, Garritya polymorpha, (AB078059), IFO 16703 T'"	"AB078059"	1001
"'AB681110, Hugenholtzia roseola, Hugenholtzia roseola, (AB681110), NBRC 16707 T'"	"AB681110"	1002
"'FONY01000077, Thermoflexibacter ruber, Thermoflexibacter ruber, (FONY01000077), GEY, DSM 9560 T'"	"FONY01000077"	1003
"'AB078066, Chitinophaga sancti, Chitinophaga sancti, (AB078066), IFO 15057 T'"	"AB078066"	1004
"'M58795, Saprospira grandis, Saprospira grandis, (M58795), ATCC 23119 LTP [T] T'"	"M58795"	1008
"'AJ438175, Sphingobacterium mizutaii, Sphingobacterium mizutaii, (AJ438175), DSM 11724T T'"	"AJ438175"	1010
"'M93153, Bergeyella zoohelcum, Bergeyella zoohelcum, (M93153), D658 T'"	"M93153"	1015
"'X67608, Capnocytophaga gingivalis, Capnocytophaga gingivalis, (X67608), ATCC 33624 T'"	"X67608"	1017
"'AB078078, Flammeovirga arenaria, Flammeovirga arenaria, (AB078078), IFO 15982 T'"	"AB078078"	1025
"'AB078079, Marinoscillum furvescens, Marinoscillum furvescens, (AB078079), NBRC 15994 (= IFO 15994) T'"	"AB078079"	1026
"'AB078080, Microscilla marina, Microscilla marina, (AB078080), IFO 16560 T'"	"AB078080"	1027
"'AB078081, Marivirga sericea, Marivirga sericea, (AB078081), IFO 15983 T'"	"AB078081"	1028
"'MG655147, Erythrobacter spongiae, Erythrobacter spongiae, (MG655147), HN-E23 T'"	"MG655147"	1042
"'AF465835, Erythrobacter longus, Erythrobacter longus, (AF465835), DSM 6997 T'"	"AF465835"	1044
"'EU850806, Marichromatium gracile, Marichromatium gracile, (EU850806), DSM 203 T'"	"EU850806"	1048
"'FR749892, Halorhodospira halochloris, Halorhodospira halochloris, (FR749892), DSM 1059 T'"	"FR749892"	1052
"'M59151, Ectothiorhodospira shaposhnikovii, Ectothiorhodospira shaposhnikovii, (M59151), strain Kondratieva N1 LTP [T] T'"	"M59151"	1054
"'Y12373, Thiococcus pfennigii, Thiococcus pfennigii, (Y12373), 4250 T'"	"Y12373"	1057
"'AF113000, Thiocapsa roseopersicina, Thiocapsa roseopersicina, (AF113000), 1711 T'"	"AF113000"	1058
"'D16428, Rhodobacter capsulatus, Rhodobacter capsulatus, (D16428), ATCC11166 T'"	"D16428"	1061
"'X53853, Cereibacter sphaeroides, Cereibacter sphaeroides, (X53853), 2.4.1 T'"	"X53853"	1063
"'M34132, Rhodocyclus purpureus, Rhodocyclus purpureus, (M34132), 6770 T'"	"M34132"	1067
"'D86513, Rhodopila globiformis, Rhodopila globiformis, (D86513), DSM161 T'"	"D86513"	1071
"'FR733696, Rhodoblastus acidophilus, Rhodoblastus acidophilus, (FR733696), DSM137 T'"	"FR733696"	1074
"'AB498815, Rhodopseudomonas palustris, Rhodopseudomonas palustris, (AB498815), ATCC 17001 T'"	"AB498815"	1076
"'AF084495, Blastochloris viridis, Blastochloris viridis, (AF084495), DSM 133 T'"	"AF084495"	1079
"'D14433, Magnetospirillum fulvum, Magnetospirillum fulvum, (D14433), NCIMB11762 T'"	"D14433"	1082
"'D14432, Rhodovibrio salinarum, Rhodovibrio salinarum, (D14432), NCIMB2243 T'"	"D14432"	1087
"'FR733704, Rhodovibrio sodomensis, Rhodovibrio sodomensis, (FR733704), DSM9895 T'"	"FR733704"	1088
"'Y08105, Chlorobium phaeovibrioides, Chlorobium phaeovibrioides, (Y08105), 2631 T'"	"Y08105"	1094
"'M62791, Prosthecochloris vibrioformis, Prosthecochloris vibrioformis, (M62791), DSM 260 LTP [T] T'"	"M62791"	1098
"'L04675, Heliothrix oregonensis, Heliothrix oregonensis, (L04675), F1 T'"	"L04675"	1110
"'AB033327, Porphyrobacter neustonensis, Porphyrobacter neustonensis, (AB033327), DSM 9434 T'"	"AB033327"	1112
"'AB023238, Weissella paramesenteroides, Weissella paramesenteroides, (AB023238), NRIC 1542 T'"	"AB023238"	1249
"'AB022925, Leuconostoc carnosum, Leuconostoc carnosum, (AB022925), NRIC 1722 T'"	"AB022925"	1252
"'AJ305321, Pediococcus pentosaceus, Pediococcus pentosaceus, (AJ305321), DSM 20336 (T) T'"	"AJ305321"	1255
"'AB640690, Peptoniphilus asaccharolyticus, Peptoniphilus asaccharolyticus, (AB640690), JCM 1765 T'"	"AB640690"	1258
"'AB640691, Finegoldia magna, Finegoldia magna, (AB640691), JCM 1766 T'"	"AB640691"	1260
"'AY326462, Peptostreptococcus anaerobius, Peptostreptococcus anaerobius, (AY326462), NCTC 11460 T'"	"AY326462"	1261
"'AM915269, Ruminococcus flavefaciens, Ruminococcus flavefaciens, (AM915269), C94=ATCC 19208 T'"	"AM915269"	1265
"'X76649, Sarcina ventriculi, Sarcina ventriculi, (X76649), DSM286 T'"	"X76649"	1267
"'AJ536198, Micrococcus luteus, Micrococcus luteus, (AJ536198), DSM 20030 T'"	"AJ536198"	1270
"'X87754, Kocuria varians, Kocuria varians, (X87754), DSM 20033 LTP [T] T'"	"X87754"	1272
"'X80750, Micrococcus lylae, Micrococcus lylae, (X80750), DSM 20315 T'"	"X80750"	1273
"'X87757, Dermacoccus nishinomiyaensis, Dermacoccus nishinomiyaensis, (X87757), DSM 20448 LTP [T] T'"	"X87757"	1274
"'X87756, Kocuria rosea, Kocuria rosea, (X87756), ATCC 186 LTP [T] T'"	"X87756"	1275
"'X87755, Kytococcus sedentarius, Kytococcus sedentarius, (X87755), DSM 20547 LTP [T] T'"	"X87755"	1276
"'L36472, Staphylococcus aureus subsp. aureus, Staphylococcus aureus subsp. aureus, (L36472), ATCC 12600 T'"	"L36472"	1280
"'D83355, Staphylococcus aureus subsp. anaerobius, Staphylococcus aureus subsp. anaerobius, (D83355), ATCC 35844 T'"	"D83355"	1280
"'AB233329, Staphylococcus carnosus subsp. utilis, Staphylococcus carnosus subsp. utilis, (AB233329), GTC 1232 T'"	"AB233329"	1281
"'EU727181, Staphylococcus carnosus subsp. carnosus, Staphylococcus carnosus subsp. carnosus, (EU727181), CIP103274 T'"	"EU727181"	1281
"'D83363, Staphylococcus epidermidis, Staphylococcus epidermidis, (D83363), ATCC 14990 T'"	"D83363"	1282
"'X66100, Staphylococcus haemolyticus, Staphylococcus haemolyticus, (X66100), CCM2737 T'"	"X66100"	1283
"'CP008747, Staphylococcus hyicus, Staphylococcus hyicus, (CP008747), ATCC 11249 n[G] T'"	"CP008747"	1284
"'D83373, Staphylococcus simulans, Staphylococcus simulans, (D83373), ATCC 27848 (= MAFF 910161) T'"	"D83373"	1286
"'D83374, Staphylococcus xylosus, Staphylococcus xylosus, (D83374), ATCC 29971 (= MAFF 911482) T'"	"D83374"	1288
"'X66101, Staphylococcus hominis subsp. hominis, Staphylococcus hominis subsp. hominis, (X66101), DSM 20328 T'"	"X66101"	1290
"'L37603, Staphylococcus warneri, Staphylococcus warneri, (L37603), ATCC 27836 LTP [T] T'"	"L37603"	1292
"'D83366, Staphylococcus gallinarum, Staphylococcus gallinarum, (D83366), ATCC 35539 T'"	"D83366"	1293
"'FR733703, Staphylococcus muscae, Staphylococcus muscae, (FR733703), DSM7068 T'"	"FR733703"	1294
"'S83568, Staphylococcus schleiferi subsp. schleiferi, Staphylococcus schleiferi subsp. schleiferi, (S83568),  DSM 4807 LTP [T] T'"	"S83568"	1295
"'AJ421446, Mammaliicoccus sciuri, Mammaliicoccus sciuri, (AJ421446), DSM 20345T T'"	"AJ421446"	1296
"'Y11332, Deinococcus radiodurans, Deinococcus radiodurans, (Y11332), DSM 20539T T'"	"Y11332"	1299
"'AF003931, Streptococcus gordonii, Streptococcus gordonii, (AF003931), ATCC 10558 T'"	"AF003931"	1302
"'AY188352, Streptococcus salivarius subsp. salivarius, Streptococcus salivarius subsp. salivarius, (AY188352), ATCC 7073 T'"	"AY188352"	1304
"'AJ131965, Streptococcus urinalis, Streptococcus urinalis, (AJ131965), 2285-97 T'"	"AJ131965"	1306
"'AF009477, Streptococcus suis, Streptococcus suis, (AF009477), NCTC10234 T'"	"AF009477"	1307
"'AY188354, Streptococcus salivarius subsp. thermophilus, Streptococcus salivarius subsp. thermophilus, (AY188354), ATCC 19258 T'"	"AY188354"	1308
"'AY188348, Streptococcus mutans, Streptococcus mutans, (AY188348), ATCC 25175 T'"	"AY188348"	1309
"'AY188349, Streptococcus sobrinus, Streptococcus sobrinus, (AY188349), ATCC 33478 T'"	"AY188349"	1310
"'AF003930, Streptococcus pneumoniae, Streptococcus pneumoniae, (AF003930), ATCC 33400 T'"	"AF003930"	1313
"'AB002521, Streptococcus pyogenes, Streptococcus pyogenes, (AB002521), ATCC 12344, NCIB 11841, MAFF 910217 T'"	"AB002521"	1314
"'EF151153, Streptococcus acidominimus, Streptococcus acidominimus, (EF151153), LMG 17755 LTP [T] T'"	"EF151153"	1326
"'DQ303184, Streptococcus canis, Streptococcus canis, (DQ303184), ATCC 43496 T'"	"DQ303184"	1329
"'AB002485, Streptococcus dysgalactiae subsp. dysgalactiae, Streptococcus dysgalactiae subsp. dysgalactiae, (AB002485), ATCC 43078 T'"	"AB002485"	1334
"'AF201898, Streptococcus hyointestinalis, Streptococcus hyointestinalis, (AF201898), ATCC 49169; DSM 20770 (T) T'"	"AF201898"	1337
"'AF104671, Streptococcus intermedius, Streptococcus intermedius, (AF104671), ATCC27335 T'"	"AF104671"	1338
"'AB002523, Streptococcus porcinus, Streptococcus porcinus, (AB002523), ATCC 43138 NCTC 10999 T'"	"AB002523"	1340
"'AB501126, Streptococcus ursoris, Streptococcus ursoris, (AB501126), NUM 1615 T'"	"AB501126"	1341
"'AY058218, Streptococcus ferus, Streptococcus ferus, (AY058218), LMG16520T T'"	"AY058218"	1345
"'AF335572, Streptococcus iniae, Streptococcus iniae, (AF335572), ATCC29178 T'"	"AF335572"	1346
"'AB023573, Streptococcus uberis, Streptococcus uberis, (AB023573), JCM 5709 T'"	"AB023573"	1349
"'AB012212, Enterococcus faecalis, Enterococcus faecalis, (AB012212), JCM 5803 T'"	"AB012212"	1351
"'AJ301830, Enterococcus faecium, Enterococcus faecium, (AJ301830), LMG 11423 T'"	"AJ301830"	1352
"'AJ301833, Enterococcus gallinarum, Enterococcus gallinarum, (AJ301833), LMG 13129 T'"	"AJ301833"	1353
"'Y17302, Enterococcus hirae, Enterococcus hirae, (Y17302), DSM 20160 T'"	"Y17302"	1354
"'AB100802, Lactococcus lactis subsp. cremoris, Lactococcus lactis subsp. cremoris, (AB100802), NCDO 607T T'"	"AB100802"	1359
"'AB100803, Lactococcus lactis subsp. lactis, Lactococcus lactis subsp. lactis, (AB100803), NCDO 604T T'"	"AB100803"	1360
"'DQ343754, Lactococcus piscium, Lactococcus piscium, (DQ343754), CCUG 32732 T'"	"DQ343754"	1364
"'AB681297, Lactococcus plantarum, Lactococcus plantarum, (AB681297), NBRC 100936 T'"	"AB681297"	1365
"'AB681294, Lactococcus raffinolactis, Lactococcus raffinolactis, (AB681294), NBRC 100932 T'"	"AB681294"	1366
"'AB681751, Marinococcus halophilus, Marinococcus halophilus, (AB681751), NBRC 102359 T'"	"AB681751"	1371
"'AB680985, Planococcus citreus, Planococcus citreus, (AB680985), NBRC 15849 T'"	"AB680985"	1373
"'AB680986, Planococcus kocurii, Planococcus kocurii, (AB680986), NBRC 15850 T'"	"AB680986"	1374
"'CP014161, Aerococcus urinae, Aerococcus urinae, (CP014161), CCUG36881 n[G] T'"	"CP014161"	1376
"'X67148, Atopobium minutum, Atopobium minutum, (X67148), NCFB 2751 T'"	"X67148"	1381
"'AB540986, Lancefieldella rimae, Lancefieldella rimae, (AB540986), JCM 10299 T'"	"AB540986"	1383
"'AB255669, Bacillus amyloliquefaciens, Bacillus amyloliquefaciens, (AB255669), NBRC 15535 T'"	"AB255669"	1390
"'AB190217, Bacillus anthracis, Bacillus anthracis, (AB190217), ATCC 14578 T'"	"AB190217"	1392
"'AB271756, Brevibacillus brevis, Brevibacillus brevis, (AB271756), NBRC 15304 T'"	"AB271756"	1393
"'AM747234, Bacillus cytotoxicus, Bacillus cytotoxicus, (AM747234), NVH 391-98 T'"	"AM747234"	1396
"'AY043084, Niallia circulans, Niallia circulans, (AY043084),  T'"	"AY043084"	1397
"'D16268, Cytobacillus firmus, Cytobacillus firmus, (D16268), IAM 12464 T'"	"D16268"	1399
"'AB073188, Paenibacillus lautus, Paenibacillus lautus, (AB073188), JCM 9073 T'"	"AB073188"	1401
"'D16273, Priestia megaterium, Priestia megaterium, (D16273), IAM 13418 T'"	"D16273"	1404
"'AB021192, Bacillus mycoides, Bacillus mycoides, (AB021192), ATCC6462 T'"	"AB021192"	1405
"'HG324065, Paenibacillus polymyxa, Paenibacillus polymyxa, (HG324065), DSM 36 T'"	"HG324065"	1406
"'AJ010478, Anoxybacillus pushchinoensis, Anoxybacillus pushchinoensis, (AJ010478), k-1 T'"	"AJ010478"	1409
"'MH454613, Bacillus salinus, Bacillus salinus, (MH454613), HMF5848 T'"	"MH454613"	1409
"'KX618877, Alkalicoccus halolimnae, Alkalicoccus halolimnae, (KX618877), BZ-SZ-XJ29 T'"	"KX618877"	1409
"'AB043858, Halalkalibacter akibai, Halalkalibacter akibai, (AB043858), 1139 T'"	"AB043858"	1411
"'AB043864, Caldalkalibacillus mannanilyticus, Caldalkalibacillus mannanilyticus, (AB043864), AM-001 T'"	"AB043864"	1418
"'AJ310084, Lysinibacillus sphaericus, Lysinibacillus sphaericus, (AJ310084), DSM 28 T'"	"AJ310084"	1421
"'AB021196, Geobacillus stearothermophilus, Geobacillus stearothermophilus, (AB021196), IFO12550 T'"	"AB021196"	1422
"'AJ276351, Bacillus subtilis, Bacillus subtilis, (AJ276351), DSM10 T'"	"AJ276351"	1423
"'MK256302, Bacillus subtilis, Bacillus subtilis, (MK256302), DSM 10 T'"	"MK256302"	1423
"'AY608981, Parageobacillus thermoglucosidasius, Parageobacillus thermoglucosidasius, (AY608981), BGSC 95A1 T'"	"AY608981"	1426
"'D16281, Bacillus thuringiensis, Bacillus thuringiensis, (D16281), IAM 12077 T'"	"D16281"	1428
"'AB042057, Alicyclobacillus acidoterrestris, Alicyclobacillus acidoterrestris, (AB042057), ATCC 49025T T'"	"AB042057"	1450
"'D85396, Paenibacillus amylolyticus, Paenibacillus amylolyticus, (D85396), NRRL NRS-290T T'"	"D85396"	1451
"'AB021181, Bacillus atrophaeus, Bacillus atrophaeus, (AB021181), JCM9070 T'"	"AB021181"	1452
